Ancient Greek Prose Data,,,,,,,,,,,,,,,,,,,,,,,,,
Data: https://github.com/timgianitsos/tesserae/tree/master/texts/grc,,Project: https://www.qcrit.org,Author: Tim Gianitsos (tgianitsos@yahoo.com),Repo (Private): https://github.com/jdexter476/ProseVerseClassification.git,Code commit: 4885e29884e47634bf60aa238a0b62b2166db3a3,Corpus commit: dcfed9d7d6909c46cdfa0d1a9b90e33c1612b944,Note: Frequencies are per-character,,,,,,,,,,,,,,,,,,
demosthenes.against_theocrines.tess,oratory,0.00458125,0.01870156,0.00037654,0.00442436,0.04007029,0.03646177,0.00288682,0.00268717,0.16568047,0.00702877,0.02102357,0.00185133,0.00150617,0.00034516,0.00200822,0.20710059,0.00310647,0.00150617,43.6582278,188.573964,0.31428571,1.78106509,0.46428571,23091.8422
demosthenes.against_timocrates.tess,oratory,0.00491677,0.01526248,0.00109603,0.00640205,0.04417926,0.02832266,0.00453777,0.00468549,0.18518519,0.00733419,0.01518054,0.00232522,0.00268374,0.00235595,0.0025096,0.1043771,0.00245839,0.00043022,35.4296296,164.351852,0.35743802,1.68350168,0.48140496,14047.4503
demosthenes.against_timotheus.tess,oratory,0.0032318,0.01990648,0.00130647,0.00319741,0.04146325,0.03472461,0.00158152,0.00127768,0.175,0.00728873,0.01822182,0.00175342,0.00330056,0.00123771,0.00694492,0.075,0.00474455,0.00082514,44.7058824,242.383333,0.49494949,2.11666667,0.81818182,59372.7697
demosthenes.against_zenothemis.tess,oratory,0.00395601,0.01708996,0,0.00609225,0.04248754,0.03963921,0.00245273,0.00249088,0.15853659,0.00854498,0.02808767,0.00324393,0.00474721,0.00071208,0.00166152,0.06097561,0.00427249,0,40.8214286,154.134146,0.36363636,1.69135802,0.37878788,10841.4088
demosthenes.erotic_essay.tess,oratory,0.00922703,0.00914609,0.00076892,0.00121408,0.04492108,0.01784703,0.00311615,0.00296972,0.05,0.01521651,0.01076487,0.00222582,0.00165925,0.00590854,0.00153784,0,0.00254958,0.00218535,47.0172414,247.1,0.44210526,3.28,0.56842105,23844.27
demosthenes.exordia.tess,oratory,0.00452974,0.0123108,0.00082072,0.00617118,0.03257627,0.02100728,0.00525576,0.00526489,0.04584527,0.01161634,0.03216591,0.00347228,0.00623432,0.00276204,0.00588709,0.24641834,0.00236746,0.00047349,35.5081967,181.544413,0.4186747,2.61604585,0.53012048,9609.18212
demosthenes.for_phormio.tess,oratory,0.00398346,0.01229182,0.00045525,0.00398346,0.04518381,0.04082097,0.00239008,0.00237332,0.15384615,0.00728404,0.01953792,0.00144163,0.00584241,0.0014037,0.00265564,0.15384615,0.00386965,0.00045525,34.6144578,155.970414,0.3943662,1.3964497,0.55633803,13309.0465
demosthenes.for_the_megalopitans.tess,oratory,0.00343321,0.0159176,0,0.00850499,0.03815543,0.02691948,0.00374532,0.00395713,0.10169492,0.01154806,0.03191323,0.00335518,0.00444757,0,0.00163858,0.05084746,0.00304307,0.00140449,35,217.220339,0.28301887,3.01694915,0.33962264,18260.7142
demosthenes.funeral_speech.tess,oratory,0.00699422,0.01213873,0.00150289,0.00242775,0.0383237,0.03,0.00236994,0.00246365,0.03614458,0.00878613,0.00445087,0.00132948,0.00283237,0.00231214,0.00352601,0,0.00208092,0.00104046,50.4565217,208.433735,0.4125,2.03614458,0.55,16000.8239
demosthenes.letters.tess,letters,0.005085,0.01075956,0.00164587,0.00375847,0.04448757,0.0172939,0.00304608,0.00314329,0.09359606,0.0077626,0.03424388,0.00221087,0.0066326,0.00459369,0.00334087,0.06403941,0.00302152,0.00073696,40.987013,200.53202,0.44505495,2.03940887,0.73076923,23067.8647
demosthenes.olynthiac_1.tess,oratory,0.00300984,0.01765232,0.0015456,0.00577564,0.04286993,0.02497356,0.00577564,0.00502558,0.14705882,0.00585699,0.02505491,0.00260311,0.00105751,0.00178964,0.00187098,0.25,0.00317254,0,48.28,180.779412,0.33928571,2.08823529,0.39285714,15777.0543
demosthenes.olynthiac_2.tess,oratory,0.00469587,0.02083792,0,0.00344853,0.04490425,0.02905569,0.0070438,0.00710775,0.05263158,0.01203316,0.0198107,0.00176095,0.00675031,0,0.00410889,0.33333333,0.00264143,0.00088048,44.7368421,239.105263,0.25925926,3.03508772,0.33333333,22865.638
demosthenes.olynthiac_3.tess,oratory,0.00341033,0.0134483,0.00038608,0.00489029,0.04233962,0.02483753,0.00521202,0.00490574,0.21505376,0.00694936,0.02734702,0.00250949,0.00553375,0.00302426,0.00270253,0.23655914,0.00077215,0.00115823,35.0512821,167.107527,0.34722222,1.78494624,0.44444444,14239.7089
demosthenes.on_organization.tess,oratory,0.00642023,0.01076524,0,0.00285344,0.05298314,0.03287938,0.00402075,0.00378302,0.08823529,0.01063554,0.03080415,0.00220493,0.00583658,0,0.00330739,0.23529412,0.00214008,0.00116732,38.8529412,226.764706,0.38709677,2.67647059,0.51612903,18029.827
demosthenes.on_the_accession_of_alexander.tess,oratory,0.00404633,0.0168994,0.00063472,0.00682323,0.03768645,0.01848619,0.00261822,0.00183292,0.21818182,0.00761663,0.0129324,0.00126944,0.0031736,0.00904475,0.00364964,0.14545455,0.00214218,0.00142812,40.5454545,229.163636,0.13953488,2.14545455,0.1627907,14288.6823
demosthenes.on_the_chersonese.tess,oratory,0.00491618,0.01588031,0.00021221,0.00420881,0.04955082,0.02684445,0.00449176,0.00459695,0.24489796,0.01018604,0.02574804,0.0014501,0.00445639,0.00350145,0.0038905,0.0952381,0.0023343,0.00063663,37.7,192.340136,0.40384615,2.19047619,0.52884615,25313.1224
demosthenes.on_the_crown.tess,oratory,0.00328226,0.01043148,0.00084382,0.00354139,0.0501774,0.02627138,0.00251153,0.00238869,0.22236025,0.00744156,0.02306885,0.00120261,0.00431876,0.00147502,0.00342843,0.05341615,0.00215274,0.00083718,41.8837209,186.963975,0.3456,1.6447205,0.48,35540.8571
demosthenes.on_the_false_embassy.tess,oratory,0.00410183,0.01386931,0.00048068,0.0033776,0.04859384,0.03719845,0.00298664,0.00273356,0.21698113,0.00748584,0.02415592,0.00199964,0.00299946,0.00215987,0.0035186,0.07861635,0.00269182,0.00096137,38.8440111,163.551363,0.30884354,1.61425577,0.41768707,20938.8365
demosthenes.on_the_halonnesus.tess,oratory,0.00395091,0.01807842,0.00035917,0.00311284,0.04513619,0.02550135,0.00101766,0.00112725,0.09589041,0.00574678,0.03909009,0.00197546,0.00814128,0,0.00520802,0.09589041,0.00502843,0.0014367,36.2727273,228.835616,0.45454545,2.30136986,0.72727273,22591.6168
demosthenes.on_the_liberty_of_the_rhodians.tess,oratory,0.00551605,0.0212667,0.00053167,0.00764272,0.03555526,0.02266232,0.00378813,0.00400225,0.08333333,0.01036752,0.03509005,0.00265834,0.00345584,0.00412042,0.00438626,0.15277778,0.00299063,0.00039875,40.375,208.986111,0.39393939,2.61111111,0.45454545,13574.6248
demosthenes.on_the_navy.tess,oratory,0.00617712,0.02060963,0.00080822,0.00559982,0.03833276,0.03094331,0.00456067,0.00414508,0.18085106,0.01270061,0.02263018,0.00271331,0.00559982,0.00150098,0.00490705,0.12765957,0.00259785,0.00103914,34.1071429,184.276596,0.25974026,2.63829787,0.28571429,20363.4341
demosthenes.on_the_peace.tess,oratory,0.00409417,0.00972364,0.00184237,0.00337769,0.05148414,0.02384852,0.00399181,0.00377438,0.10526316,0.0073695,0.02998976,0.00174002,0.00409417,0.0024565,0.00194473,0.21052632,0.00368475,0.00061412,46.7894737,257.105263,0.41176471,2.52631579,0.55882353,39470.5679
demosthenes.on_the_trierarchic_crown.tess,oratory,0.00075067,0.01479893,0.00064343,0.00557641,0.04160858,0.03603217,0.00386059,0.00377358,0.16981132,0.01029491,0.03088472,0,0.00504021,0.00546917,0.00386059,0.09433962,0.00128686,0.00128686,36.75,175.943396,0.29545455,2.11320755,0.31818182,7019.56283
demosthenes.philip.tess,oratory,0.00322321,0.02064867,0.00141015,0.00473409,0.04089444,0.02266317,0.0012087,0.00150319,0.25531915,0.01329573,0.04603143,0.00060435,0,0.00896454,0.00251813,0,0.00211523,0.00423046,42.4615385,211.234043,0.28571429,2.34042553,0.31428571,13344.5197
demosthenes.philippic_1.tess,oratory,0.00168519,0.01170523,0.00063764,0.0036892,0.04449809,0.03188195,0.00378029,0.00364612,0.22608696,0.0072873,0.02473128,0.00150301,0.00318819,0.00122973,0.00441793,0.24347826,0.00218619,0.00081982,39.4166667,190.921739,0.36046512,2.20869565,0.47674419,24489.0287
demosthenes.philippic_2.tess,oratory,0.00103888,0.01261502,0.00230039,0.00385871,0.04986643,0.02552686,0.00430395,0.00468188,0.23943662,0.0086079,0.02626892,0.00178094,0.00296824,0.00192936,0.00192936,0.11267606,0.00422974,0,39.6470588,189.802817,0.48076923,1.98591549,0.61538462,29314.4682
demosthenes.philippic_3.tess,oratory,0.00660686,0.01317894,0.00156478,0.00438139,0.05528896,0.02601015,0.00465957,0.00512841,0.26415094,0.00765005,0.01836011,0.00285138,0.00194728,0.00184297,0.00514639,0.0754717,0.00219069,0.00187774,38.8333333,180.867925,0.39655172,2.09433962,0.51724138,19307.4731
demosthenes.philippic_4.tess,oratory,0.00635866,0.01139823,0.00087939,0.00392343,0.04802814,0.02472435,0.00412636,0.00423173,0.13970588,0.00933505,0.02283028,0.00114997,0.0025367,0.00182642,0.00443077,0.10294118,0.00233376,0.00101468,40.5352113,217.397059,0.42982456,2.38235294,0.5877193,21728.7394
demosthenes.reply_to_philip.tess,oratory,0.00147059,0.01821267,0,0.00282805,0.04717195,0.02352941,0.00531674,0.00549965,0.11111111,0.01402715,0.01651584,0.00056561,0.00135747,0.00147059,0.00418552,0.2962963,0.0030543,0.00271493,47.5384615,327.407407,0.375,3.40740741,0.54166667,46376.2414
dinarchus.against_aristogiton.tess,oratory,0.00596162,0.01331156,0.00065333,0.00416497,0.04132299,0.03266639,0.00163332,0.00222156,0.47058824,0.0045733,0.02605145,0.00122499,0.00489996,0.00473663,0.00277664,0.23529412,0.00146999,0.00146999,58.7,240.098039,0.23076923,1.17647059,0.34615385,26134.0884
dinarchus.against_demosthenes.tess,oratory,0.00491011,0.01105741,0.00092789,0.00268703,0.04540885,0.02545911,0.00115987,0.00087589,0.37401575,0.0053354,0.01964044,0.00059927,0.00666924,0.00139184,0.00361492,0.17322835,0.00185579,0.00057993,51.5824176,203.661417,0.26415094,1.12598425,0.44654088,50205.6334
dinarchus.against_philocles.tess,oratory,0.00372936,0.00895045,0.00063932,0.00266383,0.05039957,0.02408098,0.00138519,0.00066225,0.48484848,0.00426212,0.02589238,0,0.00649973,0.00149174,0.00117208,0.39393939,0.0015983,0,46.1666667,284.393939,0.58823529,1.39393939,1,35049.4509
dionysius_halicarnassensis.ad_ammaeum.tess,letters,0.00269667,0.01495808,0.00101125,0.00353938,0.03918594,0.0214048,0.00176969,0.0018185,0.03614458,0.00640458,0.00488771,0.00109552,0.00210677,0.00610964,0.00252813,0.10843373,0.00252813,0.00050563,61.2985075,285.939759,0.4875,2.36144578,0.8,35178.2735
dionysius_halicarnassensis.antiquitates_romanae.part.1.tess,history,0.00631735,0.02006816,0.00131657,0.00102941,0.04607441,0.01490483,0.00350001,0.00347476,0.00949796,0.00684831,0.00271982,0.0005418,0.00182586,0.0050062,0.00339707,0.0027137,0.00339707,0.00032508,55.616,250.43555,0.36849315,2.72591588,0.50958904,28299.0057
dionysius_halicarnassensis.antiquitates_romanae.part.10.tess,history,0.00449726,0.01936631,0.00109621,0.00179188,0.04714389,0.01445446,0.00189025,0.00188387,0.04452055,0.00621183,0.00772263,0.00089945,0.00308484,0.00574806,0.00337997,0.05136986,0.00217133,0.00033729,52.2183099,243.679795,0.3781362,2.32876712,0.49283154,24194.656
dionysius_halicarnassensis.antiquitates_romanae.part.11.tess,history,0.00424458,0.01944574,0.00083305,0.0027689,0.04333442,0.01378895,0.00215006,0.00202935,0.06910569,0.00545845,0.00872718,0.00092825,0.00412558,0.00615663,0.00451433,0.04268293,0.00257055,0.00038082,50.6666667,256.184959,0.33842795,2.20528455,0.44323144,32403.1995
dionysius_halicarnassensis.antiquitates_romanae.part.12.books_12-20.tess,history,0.0035904,0.01738949,0.00158339,0.00170145,0.04545297,0.01199347,0.00293066,0.00303432,0.05067064,0.00563908,0.00661829,0.00086809,0.00451405,0.00638217,0.00313205,0.01490313,0.00225008,0.00075003,55.6337449,214.597615,0.25902669,1.70234604,0.35792779,33410.8247
dionysius_halicarnassensis.antiquitates_romanae.part.2.tess,history,0.00412575,0.01950106,0.00132712,0.00186347,0.04558957,0.01483208,0.00286052,0.00286133,0.00197239,0.00701378,0.00225541,0.00068763,0.00283302,0.00597547,0.00233793,0,0.00245482,0.00049509,55.8924051,286.840237,0.41501976,2.82248521,0.62450593,35100.2052
dionysius_halicarnassensis.antiquitates_romanae.part.3.tess,history,0.00361443,0.02146212,0.00108203,0.00178995,0.04585377,0.0130131,0.00213528,0.00214091,0.01485149,0.00550222,0.0083742,0.00064461,0.00281442,0.00521445,0.00332666,0.04290429,0.00233096,0.00065612,67.3630363,286.712871,0.36850921,2.66171617,0.50586265,32327.8284
dionysius_halicarnassensis.antiquitates_romanae.part.4.tess,history,0.00339695,0.02138653,0.00093059,0.00271756,0.04602157,0.01606559,0.00231792,0.00228255,0.07784431,0.00550363,0.00935732,0.00110187,0.00385939,0.00577196,0.00333986,0.04491018,0.00232934,0.00023978,51.6163142,262.211078,0.34577922,2.28742515,0.50811688,33391.7444
dionysius_halicarnassensis.antiquitates_romanae.part.5.tess,history,0.00315282,0.02238371,0.00095482,0.00210188,0.04016636,0.01223318,0.00210188,0.0021268,0.01656315,0.00597241,0.00255686,0.00080743,0.00346682,0.00556228,0.00358857,0.01242236,0.00242229,0.00034604,57.5704467,323.086957,0.41473684,2.7515528,0.60421053,43717.0566
dionysius_halicarnassensis.antiquitates_romanae.part.6.tess,history,0.00420296,0.01875291,0.0007807,0.00221912,0.04540375,0.01321847,0.00228864,0.00231131,0.1035503,0.00536867,0.0122827,0.00100529,0.00335274,0.00532589,0.0035292,0.05029586,0.00247044,0.00051334,53.1450777,276.643491,0.3960396,2.55111111,0.59735974,43204.3152
dionysius_halicarnassensis.antiquitates_romanae.part.7.tess,history,0.00433945,0.01954033,0.00080005,0.00236174,0.04545542,0.01588572,0.00198411,0.00196401,0.07450331,0.00591394,0.01089983,0.00095365,0.00268815,0.0052547,0.00330259,0.07119205,0.00288017,0.00049923,48.3545455,258.677152,0.39534884,2.41225166,0.55635063,26062.1458
dionysius_halicarnassensis.antiquitates_romanae.part.8.tess,history,0.00403305,0.02006725,0.00111915,0.00297579,0.04854099,0.01355352,0.0017896,0.00180437,0.07417219,0.00552868,0.00973708,0.0009438,0.00386801,0.00609083,0.00356889,0.06092715,0.00280044,0.00064983,49.2657534,256.818543,0.34620887,2.43178808,0.49213162,29349.3989
dionysius_halicarnassensis.antiquitates_romanae.part.9.tess,history,0.0032411,0.01947621,0.00066955,0.00167684,0.04592641,0.01201635,0.00166499,0.00169452,0.03004292,0.0054275,0.00318777,0.00078805,0.00307519,0.00327072,0.0032174,0.01430615,0.00254192,0.00046217,50.3643725,241.444921,0.28023599,2.25608011,0.3539823,22717.5603
dionysius_halicarnassensis.de_antiquis_oratoribus.tess,miscellaneous,0.00597372,0.0098993,0,0.00187745,0.06690562,0.01638505,0.00375491,0.00375491,0,0.00955795,0.00665643,0,0.00546168,0.00477897,0,0.05555556,0.00051203,0,44.375,325.5,0.38888889,3.5,0.44444444,36358.0278
dionysius_halicarnassensis.de_compositione_verborum.tess,technical treatise,0.00420601,0.01415018,0.00109018,0.00215825,0.0595987,0.02252538,0.00407342,0.00418006,0.0708402,0.00819105,0.00492789,0.00118593,0.00170892,0.00456695,0.00264441,0.0247117,0.00205513,0.00097232,50.9624573,223.654036,0.34458259,2.89413681,0.5008881,35583.1357
dionysius_halicarnassensis.de_demosthene.tess,technical treatise,0.00493105,0.01913003,0.00085371,0.00267042,0.05885165,0.02466893,0.00438468,0.00435498,0.1202381,0.00901522,0.00852348,0.00102446,0.00262944,0.00549109,0.00281384,0.02738095,0.00180304,0.00131131,47.6392045,174.279762,0.32212885,2.2238806,0.45798319,18195.4444
dionysius_halicarnassensis.de_dinarcho.tess,technical treatise,0.00433445,0.02198686,0.00069911,0.00244687,0.04628076,0.02240632,0.00276147,0.00256176,0.00913242,0.0106264,0.00342562,0.00017478,0.00115352,0.00199245,0.00195749,0.20547945,0.00377517,0.00062919,36.4375,130.630137,0.15668203,1.38990826,0.22119816,12305.2924
dionysius_halicarnassensis.de_isaeo.tess,technical treatise,0.00392922,0.0149366,0.0009196,0.00236868,0.05486972,0.02956667,0.00476522,0.0047781,0.09090909,0.00836004,0.01761182,0.00172774,0.00309321,0.00356695,0.00209001,0.14141414,0.00409642,0.00200641,53.8360656,181.237374,0.26666667,2.1010101,0.32222222,17621.6659
dionysius_halicarnassensis.de_isocrate.tess,technical treatise,0.00587992,0.01607791,0.00075796,0.00192935,0.06013138,0.01924755,0.00209013,0.00216651,0.0430622,0.00992237,0.00636226,0.00103358,0.00264137,0.00737287,0.00183748,0.03827751,0.00241169,0.00110249,54.4901961,208.30622,0.32828283,2.49029126,0.5,27627.5426
dionysius_halicarnassensis.de_lysia.tess,technical treatise,0.00462945,0.02053725,0.00040008,0.00268623,0.05911602,0.02617641,0.00262907,0.00264819,0.04460967,0.00868737,0.00584873,0.00184797,0.00337207,0.00662983,0.00342922,0.05576208,0.00182892,0.00171461,52.1904762,195.122677,0.24313725,2.33082707,0.29803922,17229.5574
dionysius_halicarnassensis.de_thucydide.tess,technical treatise,0.00467718,0.01739108,0.00086388,0.00307158,0.05500921,0.01831604,0.0028447,0.00290777,0.04639175,0.00673653,0.00547998,0.00116057,0.00317629,0.00362132,0.00226005,0.01804124,0.00193719,0.00052356,52.5480427,295.358247,0.44594595,3.14175258,0.74054054,44393.2351
dionysius_halicarnassensis.de_thucydidis_idiomatibus.tess,technical treatise,0.00243737,0.01496429,0.00085024,0.00124702,0.05679628,0.01581453,0.00249405,0.00249405,0,0.00884253,0.00436458,0.00085024,0.00226732,0.0039678,0.00374107,0.01923077,0.00102029,0.00068019,58.09375,339.269231,0.42307692,3.98076923,0.61538462,95531.7737
dionysius_halicarnassensis.epistula_ad_pompeium.tess,letters,0.00494138,0.01748228,0.00129498,0.00296483,0.06365867,0.02044711,0.00333969,0.00340788,0.04032258,0.00790622,0.00504362,0.00034079,0.00262405,0.01155262,0.00201063,0.00806452,0.00235142,0,52.1428571,236.645161,0.33613445,2.81451613,0.50420168,31003.0193
dionysius_halicarnassensis.libri_secundi_de_antiquis_oratoribus_reliquiae.tess,miscellaneous,0,0.01117318,0,0,0.04189944,0.00558659,0.00837989,0.00837989,0,0.00372439,0,0,0,0,0.00465549,0.0625,0.00558659,0,0,67.125,0,0.64705882,0,4013.10938
epictetus.discourses.tess,philosophy,0.00783803,0.01706272,0.00066985,0.00421718,0.04807582,0.0257013,0.00454802,0.00402246,0.4154245,0.00373317,0.01710969,0.00152962,0.00357388,0.00179307,0.00422943,0.0066429,0.00303882,0.00049013,32.1582734,79.3363577,0.09712763,0.84242915,0.11459876,5499.87066
epictetus.enchiridion.tess,philosophy,0.00638409,0.01681962,0.00064455,0.00893159,0.04993708,0.01869188,0.00509499,0.00468171,0.12542373,0.00405144,0.01712655,0.00141187,0.01169393,0.00230196,0.00702864,0.00677966,0.00368313,0.00073663,31.0810811,110.444068,0.11328125,1.31525424,0.1328125,5502.86382
epictetus.fragments.tess,philosophy,0.00303246,0.01602336,0.00112313,0.00587773,0.06386882,0.00905994,0.00187189,0.00154909,0.11570248,0.0067388,0.01037026,0.00224627,0.00393096,0.00292015,0.0022837,0.00413223,0.0016847,0.00044925,34.3684211,110.376033,0.06190476,1.07438017,0.07619048,6151.97017
euclid.elements.tess,technical treatise,0.00125905,0.01485084,0,0.00438358,0.04597567,0.00097057,0.00095775,0.00095775,0,0.00464642,1.54E-05,1.28E-05,0.00236552,0.00028207,0.00875306,0,0.0047118,0.0022309,36.7277856,143.691231,0.0954311,0.82572751,0.13061901,10826.1854
eusebius_caeserea.historia_ecclesiastica.part.1.tess,history,0.00223126,0.0334994,0.00181863,0.00146713,0.0496378,0.01705535,0.00187976,0.00182476,0.03982301,0.00397347,0.01086591,0.000703,0.00261332,0.00515023,0.00174221,0,0.00339273,0.00036678,57.9090909,289.530973,0.28837209,2.2920354,0.45116279,65823.4791
eusebius_caeserea.historia_ecclesiastica.part.10.tess,history,0.00129675,0.02634128,0.00135925,0.00068744,0.04865169,0.01463925,0.00203106,0.00195789,0.10843373,0.00331219,0.01379558,0.00217167,0.00262475,0.00704621,0.0018592,0.0060241,0.00309346,0.00037496,74.1881188,385.578313,0.42567568,2.26666667,0.64189189,109443.979
eusebius_caeserea.historia_ecclesiastica.part.2.tess,history,0.00295605,0.02827958,0.00088682,0.00055837,0.04179531,0.01579846,0.00239769,0.00242953,0.00816327,0.00367864,0.00518952,0.00060763,0.00192143,0.00387571,0.00139591,0,0.00339946,0.00039414,58.8461538,248.538776,0.34297521,1.75203252,0.48347107,41031.3587
eusebius_caeserea.historia_ecclesiastica.part.3.tess,history,0.0030883,0.02741017,0.0013271,0.00091781,0.04409193,0.01738872,0.00212088,0.0020545,0.021875,0.00545723,0.00682154,0.0004589,0.00226971,0.00456423,0.00097982,0.003125,0.0035348,0.00029767,56.3641618,251.959375,0.34824281,1.990625,0.54632588,49031.6515
